,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail
30917,483962,615973,25000,25000,24925,36 months,16.45,884.44,< 1 year,MORTGAGE,180000,Not Verified,Feb-10,Charged Off,debt_consolidation,762xx,TX,13.96,0,Oct-83,1,NA,10,1,16960,90.70%,18,7065.92,7044.8,4542.13,2523.79,Oct-10,884.44,NA,Jun-16,1
30918,726080,921407,16000,16000,16000,60 months,14.91,379.89,6 years,RENT,65500,Source Verified,Apr-11,Fully Paid,debt_consolidation,801xx,CO,16.27,0,Apr-97,1,NA,8,0,28218,78.60%,23,18230.96149,18230.96,16000,2230.96,Jun-12,23.54,NA,Jun-16,0
30919,768335,969625,16000,16000,7185.61,36 months,14.79,553.01,1 year,MORTGAGE,110000,Verified,May-11,Charged Off,renewable_energy,481xx,MI,23.78,0,May-94,3,NA,8,0,25950,90.10%,29,4514.49,3138.56,1075.12,582.24,Sep-11,1106.02,NA,Apr-12,1
30920,666345,851934,6000,6000,6000,60 months,20.48,160.58,7 years,MORTGAGE,45600,Verified,Feb-11,Fully Paid,debt_consolidation,338xx,FL,15.5,0,Jan-81,1,47,6,0,4657,81.70%,20,9512.940005,9512.94,6000,3512.94,Apr-15,1658.41,NA,May-15,0
30921,524835,679096,3600,3600,3600,36 months,16.82,128.03,n/a,RENT,43000,Not Verified,Jun-10,Does not meet the credit policy. Status:Charged Off,moving,132xx,NY,13.76,0,Dec-03,5,NA,7,1,3324,97.80%,12,1156.66,1156.66,649.02,370.74,Feb-11,128.03,Jul-11,Jul-11,1
30922,168222,168212,25000,25000,325,36 months,11.86,828.69,2 years,RENT,52000,Not Verified,Dec-07,Fully Paid,small_business,860xx,AZ,9.74,0,Aug-94,0,0,8,0,25852,60.50%,27,27392.2032,356.1,25000,2392.2,Nov-08,19106.22,NA,Oct-08,0
30923,816694,1024460,12375,12375,12075,36 months,13.49,419.89,9 years,MORTGAGE,53000,Verified,Jul-11,Fully Paid,debt_consolidation,852xx,AZ,24.95,1,Nov-98,0,12,7,0,32725,75.80%,14,15102.05955,14735.95,12375,2727.06,Jun-14,1270.25,NA,May-14,0
30924,224984,224951,4800,4800,2150,36 months,11.09,157.36,2 years,RENT,46000,Not Verified,Jan-08,Fully Paid,debt_consolidation,787xx,TX,11.37,0,Jul-00,1,0,6,0,15564,56.60%,7,5650.292855,2530.86,4800,850.29,Oct-10,781.17,NA,Oct-14,0
30925,665771,851210,7200,7200,7200,60 months,13.43,165.42,10+ years,MORTGAGE,108000,Source Verified,Feb-11,Fully Paid,vacation,481xx,MI,8.59,1,Sep-86,1,23,9,0,5501,27.90%,34,8602.082831,8602.08,7200,1402.08,Apr-13,2357.13,NA,Apr-13,0
30926,476557,603724,25000,25000,20677.34978,36 months,17.39,896.19,< 1 year,OWN,140000,Not Verified,Jan-10,Charged Off,small_business,488xx,MI,2.47,0,Nov-85,0,NA,3,0,14556,94.50%,16,28864.07,24163.78,5692.31,3256.09,Dec-10,896.19,NA,Jun-16,1
30927,473818,599120,10000,10000,9975,36 months,8.59,316.11,9 years,MORTGAGE,54000,Not Verified,Jan-10,Fully Paid,credit_card,958xx,CA,9.98,0,Jan-91,0,NA,16,0,21131,32.20%,32,11119.42832,11091.63,10000,1119.43,Oct-11,4799.81,NA,Oct-11,0
30928,990688,1214679,20000,20000,19750,60 months,13.49,460.1,10+ years,MORTGAGE,53000,Verified,Oct-11,Charged Off,debt_consolidation,897xx,NV,21.98,0,Oct-92,0,40,17,1,12320,46.80%,33,13376.21,13208.54,6725.12,4777.05,Jan-14,40.41,NA,Apr-14,1
30929,714539,907967,12000,12000,11950,36 months,11.11,393.5,1 year,RENT,95500,Source Verified,Apr-11,Fully Paid,debt_consolidation,189xx,PA,10.15,1,Jun-98,2,13,7,0,7255,65.40%,21,13308.43596,13252.98,12000,1308.44,Jun-12,8220.68,NA,Jun-12,0
30930,1064150,1298144,8500,8500,8500,36 months,14.27,291.63,9 years,RENT,50000,Source Verified,Dec-11,Charged Off,debt_consolidation,194xx,PA,8.5,0,Nov-04,2,NA,15,0,9354,61.50%,27,2444.63,2444.63,1378.65,657.23,Jul-12,291.63,NA,Apr-13,1
30931,620716,795535,8000,8000,7013.19665,36 months,6.91,246.69,7 years,MORTGAGE,150000,Verified,Nov-10,Fully Paid,debt_consolidation,254xx,WV,10.03,1,Feb-93,1,5,20,0,2708,2.50%,43,8646.904186,7454.31,8000,646.9,Jun-12,4454.47,NA,Mar-16,0
30932,494462,633030,14000,14000,14000,36 months,10.25,453.39,5 years,RENT,60000,Not Verified,Apr-10,Fully Paid,debt_consolidation,223xx,VA,18.24,0,Jun-00,0,43,6,0,7555,50.40%,14,16311.35164,16311.35,14000,2311.35,Feb-13,1416.36,NA,Feb-13,0
30933,611095,783680,9600,9600,9575,60 months,13.72,221.99,9 years,RENT,60000,Source Verified,Nov-10,Fully Paid,major_purchase,983xx,WA,8.4,0,Oct-01,1,29,5,0,9080,78.30%,22,12916.16725,12882.53,9600,3316.17,May-14,3854.53,NA,May-14,0
30934,539782,696964,4800,4800,4800,36 months,14.84,166.02,2 years,RENT,26400,Source Verified,Jul-10,Does not meet the credit policy. Status:Charged Off,debt_consolidation,631xx,MO,5.91,1,Sep-05,4,14,7,0,1512,42%,8,2987.8,2987.8,2034.17,953.63,Apr-12,174.18,Jul-12,Jun-16,1
30935,454161,562135,5500,5500,5400,36 months,8.94,174.75,< 1 year,OWN,80000,Not Verified,Nov-09,Fully Paid,debt_consolidation,217xx,MD,9.29,0,May-01,4,NA,7,0,7057,49.30%,12,6290.710668,6176.33,5500,790.71,Nov-12,190.14,NA,Nov-12,0
30936,541475,698890,6000,6000,5277.71,36 months,11.49,197.83,2 years,MORTGAGE,42000,Not Verified,Jul-10,Charged Off,home_improvement,774xx,TX,14.12,0,Dec-00,1,NA,7,0,3647,66.30%,10,1642.95,1508.49,421.21,171.32,Oct-10,425.66,NA,Jun-16,1
30937,981913,1205099,10000,10000,10000,36 months,14.27,343.09,n/a,MORTGAGE,103800,Verified,Oct-11,Fully Paid,home_improvement,925xx,CA,16.97,2,Sep-73,2,8,10,0,5992,25.70%,36,12351.20109,12351.2,10000,2351.2,Oct-14,356.85,NA,Oct-14,0
30938,557700,718020,10000,10000,9500,36 months,13.98,341.68,7 years,RENT,43080,Not Verified,Aug-10,Fully Paid,debt_consolidation,765xx,TX,6.32,0,Dec-05,1,NA,6,0,9097,36.80%,11,12301.23178,11686.17,10000,2301.23,Aug-13,359.97,NA,Jun-14,0
30939,617181,779914,18000,10900,9474.52937,60 months,6.54,213.48,10+ years,MORTGAGE,59200,Verified,Nov-10,Fully Paid,debt_consolidation,121xx,NY,14.31,0,Jul-95,0,NA,7,0,5881,20.60%,24,12449.05464,10757.86,10900,1549.05,Nov-13,5214.83,NA,Mar-16,0
30940,844613,1055616,10000,10000,10000,36 months,11.49,329.72,10+ years,MORTGAGE,60000,Not Verified,Aug-11,Fully Paid,debt_consolidation,636xx,MO,24.42,0,Apr-99,0,NA,10,1,8934,63.80%,29,11850.96435,11850.96,10000,1850.96,Jun-14,1319.26,NA,Mar-16,0
30941,143128,128262,8000,8000,1369.99,36 months,11.54,263.97,1 year,RENT,50000,Not Verified,Nov-07,Fully Paid,debt_consolidation,038xx,NH,8.04,1,May-99,1,11,9,0,1019,4.50%,13,9504.997523,1597.44,8000,1505,Nov-10,273.47,NA,Jun-16,0
30942,765598,966513,9400,9400,9350,36 months,9.99,303.27,5 years,RENT,50400,Not Verified,May-11,Fully Paid,credit_card,982xx,WA,12.62,0,Aug-93,0,27,5,0,3821,76.40%,13,10917.6126,10859.54,9400,1517.61,Jun-14,329.44,NA,Jun-16,0
30943,988731,1212818,2000,2000,1975,36 months,16.29,70.61,5 years,RENT,108000,Not Verified,Oct-11,Fully Paid,home_improvement,114xx,NY,20.34,0,Mar-99,3,NA,12,0,44803,97.60%,34,2222.424469,2194.64,2000,222.42,Aug-12,1659.13,NA,Jun-14,0
30944,623103,798575,10000,6775,6775,36 months,5.79,205.47,< 1 year,MORTGAGE,78000,Not Verified,Dec-10,Fully Paid,debt_consolidation,152xx,PA,5.6,0,May-76,2,NA,11,0,13104,24%,24,7333.091804,7333.09,6775,558.09,Jan-13,2418.88,NA,Feb-13,0
30945,624053,799755,15000,9325,8800,36 months,6.54,285.98,< 1 year,RENT,66500,Verified,Dec-10,Fully Paid,major_purchase,100xx,NY,5.79,0,Oct-04,0,NA,10,0,195,2.40%,12,10295.2356,9715.61,9325,970.24,Dec-13,305.74,NA,Jan-14,0
30946,1006766,1233117,10800,10800,10800,36 months,16.29,381.25,6 years,RENT,48000,Source Verified,Nov-11,Fully Paid,debt_consolidation,296xx,SC,17.27,0,Aug-03,3,32,10,0,8626,86.30%,25,13725.24667,13725.25,10800,2925.25,Nov-14,387.76,NA,Jan-16,0
30947,544400,702283,16500,14350,14275,60 months,15.21,342.97,< 1 year,RENT,40000,Verified,Jul-10,Charged Off,credit_card,809xx,CO,20.49,0,Jun-99,2,65,6,0,4796,31.30%,14,3428.8,3410.91,1696.59,1714.41,Jun-11,342.97,NA,Jun-16,1
30948,980136,1203516,35000,35000,34950,60 months,17.27,874.93,3 years,MORTGAGE,142000,Verified,Nov-11,Fully Paid,home_improvement,329xx,FL,11.38,0,Dec-93,1,NA,11,0,18972,55.50%,38,52103.35993,52028.93,35000,17103.36,Apr-16,3802.68,NA,Apr-16,0
30949,1042203,1272253,15800,15800,15800,60 months,18.25,403.37,4 years,RENT,83000,Verified,Dec-11,Current,debt_consolidation,921xx,CA,13.1,0,Jun-99,1,NA,10,0,7495,85.60%,15,21725.48,21725.48,13476.24,8249.24,Jun-16,403.37,Jul-16,Jun-16,0
30950,633670,811799,3500,3500,3500,60 months,9.62,73.72,< 1 year,OWN,20000,Source Verified,Dec-10,Fully Paid,major_purchase,409xx,KY,10.98,0,Nov-93,3,NA,9,0,3054,8.30%,10,3945.332271,3945.33,3500,445.33,Jul-12,2648.31,NA,Jun-15,0
30951,712871,906039,35000,35000,34950,60 months,16.4,858.59,10+ years,RENT,106000,Verified,Mar-11,Fully Paid,debt_consolidation,927xx,CA,17.52,0,Nov-99,0,NA,8,0,39002,64.50%,18,48845.29221,48775.51,35000,13845.29,Jun-14,17086.58,NA,Jul-14,0
30952,1038761,1268677,15500,15500,15500,36 months,14.65,534.66,10+ years,MORTGAGE,63000,Source Verified,Nov-11,Fully Paid,credit_card,306xx,GA,17.56,0,May-99,1,26,15,0,17484,60.90%,33,16700.46876,16700.47,15500,1200.47,Nov-12,1128.04,NA,Sep-15,0
30953,421971,496246,8800,8800,8800,36 months,18.21,319.08,3 years,RENT,73700,Not Verified,Jul-09,Fully Paid,credit_card,021xx,MA,21.85,0,Sep-96,2,41,23,0,24471,74.50%,46,11486.62596,11486.63,8800,2686.63,Jul-12,339.08,NA,Jul-12,0
30954,644846,825145,8000,8000,8000,36 months,5.79,242.62,4 years,MORTGAGE,95000,Not Verified,Jan-11,Fully Paid,car,117xx,NY,7.28,0,Jul-85,1,NA,15,0,2449,4.20%,43,8734.253973,8734.25,8000,734.25,Jan-14,268.65,NA,Oct-15,0
30955,475784,602478,15000,15000,14889.35205,36 months,12.18,499.5,4 years,RENT,45400,Not Verified,Jan-10,Fully Paid,debt_consolidation,535xx,WI,1.5,0,Jun-96,1,NA,8,0,17516,84.60%,18,17661.64209,17529.79,15000,2661.64,Mar-12,5688.39,NA,Jun-16,0
30956,422847,497636,20000,20000,17197.57935,36 months,13.79,681.51,< 1 year,RENT,103000,Verified,Jul-09,Fully Paid,debt_consolidation,980xx,WA,19.76,0,Jun-90,0,68,8,0,22512,65.20%,43,23760.08073,19926.69,20000,3760.08,May-11,9457.49,NA,Jun-16,0
30957,154141,154129,5000,5000,1250,36 months,7.75,156.11,7 years,MORTGAGE,52000,Not Verified,Nov-07,Fully Paid,educational,323xx,FL,9.55,0,May-72,0,0,10,0,4067,7.30%,24,5417.794338,1354.48,5000,417.79,Mar-09,3076.88,NA,Dec-10,0
30958,1009531,1236281,22000,22000,22000,60 months,22.06,608.37,10+ years,MORTGAGE,78000,Verified,Nov-11,Charged Off,debt_consolidation,531xx,WI,20.03,0,Aug-90,2,NA,10,0,20705,58.80%,38,2429.56,2429.56,837.17,1592.39,Mar-12,608.37,NA,Jun-16,1
30959,469932,593048,9000,9000,8750,36 months,8.94,285.95,8 years,RENT,35000,Verified,Dec-09,Fully Paid,credit_card,060xx,CT,7.58,0,Oct-02,1,NA,5,0,10308,35.20%,12,10294.50581,10008.55,9000,1294.51,Jan-13,306.94,NA,Jun-16,0
30960,608554,780659,5000,5000,5000,36 months,10.36,162.19,2 years,MORTGAGE,60000,Not Verified,Nov-10,Fully Paid,medical,305xx,GA,16.84,0,Jan-97,0,NA,7,0,10588,99.90%,15,5838.77655,5838.78,5000,838.78,Nov-13,166.65,NA,Nov-13,0
30961,1033264,1262831,2125,2125,2125,36 months,15.27,73.95,6 years,RENT,35000,Source Verified,Nov-11,Fully Paid,debt_consolidation,871xx,NM,14.95,0,Mar-00,3,NA,5,0,5131,95%,10,2661.978054,2661.98,2125,536.98,Dec-14,73.72,NA,Jun-16,0
30962,833951,1043682,3500,3500,3500,36 months,11.49,115.4,5 years,MORTGAGE,51621,Not Verified,Aug-11,Fully Paid,medical,349xx,FL,19.95,0,Oct-94,1,NA,8,0,24020,90%,26,4187.687649,4187.69,3500,657.69,Oct-14,156.05,NA,Oct-14,0
30963,568504,731356,9000,9000,9000,36 months,14.72,310.76,2 years,RENT,55000,Not Verified,Aug-10,Fully Paid,credit_card,951xx,CA,13.81,1,Jan-01,0,23,10,0,19578,78.30%,22,10987.40516,10987.41,9000,1987.41,Nov-12,3231.82,NA,Jun-16,0
30964,649327,830722,13500,13500,13336.60241,60 months,10.74,291.78,10+ years,MORTGAGE,41000,Source Verified,Jan-11,Fully Paid,debt_consolidation,284xx,NC,24.03,0,Oct-88,0,NA,9,0,23129,72.50%,26,17506.42712,17248.18,13500,4006.43,Jan-16,291.4,NA,Feb-16,0
30965,777541,980049,30000,30000,29975,36 months,18.39,1090.46,1 year,MORTGAGE,116000,Verified,Jun-11,Charged Off,debt_consolidation,945xx,CA,12.04,0,Apr-01,1,71,10,0,32081,71.10%,25,29609.57,29585.04,18082.78,8085.59,Jul-13,81.23,NA,Nov-13,1
30966,843219,1053988,11300,11300,11050,60 months,12.99,257.06,10+ years,MORTGAGE,40800,Not Verified,Aug-11,Charged Off,debt_consolidation,327xx,FL,17.62,0,Jul-95,0,70,11,0,11781,62%,21,9254.16,9048.35,5857.52,3338.14,Aug-14,257.06,NA,Jun-16,1
30967,637408,816507,8000,8000,7500,36 months,12.23,266.6,1 year,RENT,61000,Not Verified,Dec-10,Does not meet the credit policy. Status:Fully Paid,credit_card,302xx,GA,23.08,0,May-01,5,NA,7,0,9433,76.30%,13,9628.026219,9026.27,8000,1598.03,Jan-14,281.58,Feb-14,Jan-14,0
30968,484062,616151,12000,12000,12000,36 months,14.22,411.41,7 years,RENT,75000,Not Verified,Feb-10,Fully Paid,educational,968xx,HI,17.56,0,Oct-94,0,NA,7,0,17233,91.20%,12,14811.50512,14811.51,12000,2811.51,Feb-13,440.89,NA,Feb-13,0
30969,717383,911461,12000,12000,11975,36 months,5.79,363.93,10+ years,RENT,49268.48,Verified,Apr-11,Fully Paid,debt_consolidation,102xx,NY,7.5,1,Jan-99,1,7,6,0,17674,36.10%,27,12635.50705,12609.18,12000,635.51,May-12,8279.77,NA,Mar-16,0
30970,704507,896524,12375,12375,11816.26712,36 months,10.37,401.46,2 years,MORTGAGE,39552,Verified,Mar-11,Charged Off,debt_consolidation,955xx,CA,24.58,0,Sep-93,0,77,10,1,10248,89.10%,22,14640.25,14002.09,8074.44,2253.9,Dec-13,271.36,NA,Jun-16,1
30971,500205,642339,16250,16250,14075,36 months,10.99,531.95,3 years,MORTGAGE,77940,Not Verified,Apr-10,Fully Paid,major_purchase,303xx,GA,11.45,0,Oct-99,0,68,5,0,5822,37.60%,22,19151.29629,16587.97,16250,2901.3,Apr-13,581.39,NA,Apr-13,0
30972,857070,1069493,2500,2500,2500,36 months,5.99,76.05,4 years,RENT,21600,Source Verified,Aug-11,Fully Paid,major_purchase,490xx,MI,7.44,0,Jan-04,0,NA,5,0,344,3.30%,6,2737.545007,2737.55,2500,237.55,Sep-14,77.1,NA,Aug-14,0
30973,426065,502764,10000,10000,10000,36 months,15.05,346.92,10+ years,MORTGAGE,45000,Verified,Jul-09,Charged Off,debt_consolidation,295xx,SC,11.92,0,Jul-98,1,NA,11,0,29482,80.30%,16,6955.64,6955.64,4984.77,1933.55,Mar-11,346.92,NA,Jun-16,1
30974,663744,848734,7000,7000,6500,36 months,10.74,228.32,< 1 year,RENT,26280,Verified,Feb-11,Fully Paid,credit_card,200xx,DC,18.26,0,Jan-00,1,NA,3,0,7912,90.90%,6,7854.083108,7293.08,7000,854.08,Jul-12,4209.39,NA,Jan-15,0
30975,651015,832790,9500,9500,9500,36 months,7.29,294.6,8 years,RENT,96000,Source Verified,Jan-11,Fully Paid,debt_consolidation,441xx,OH,21.25,0,Apr-01,1,NA,6,0,399,13.80%,22,10230.17327,10230.17,9500,730.17,Sep-12,3024.71,NA,May-16,0
30976,283361,283346,24000,24000,5064.725707,36 months,12.61,804.16,10+ years,MORTGAGE,234000,Not Verified,Mar-08,Does not meet the credit policy. Status:Charged Off,other,950xx,CO,16.84,1,Feb-88,1,14,11,0,220710,54.50%,28,18535.7,3911.01,14260.69,4223.97,Feb-10,1648.53,Jul-10,Jun-16,1
30977,457401,568592,5000,5000,4990.179786,36 months,21.21,188.93,6 years,RENT,60000,Not Verified,Nov-09,Does not meet the credit policy. Status:Fully Paid,small_business,917xx,CA,0.36,2,Oct-99,5,7,3,0,581,12.10%,14,6791.212792,6775.23,5000,1791.21,Sep-12,568.56,Oct-12,Oct-12,0
30978,829919,1039045,7700,7700,7700,36 months,5.42,232.24,7 years,RENT,65000,Not Verified,Jul-11,Fully Paid,major_purchase,958xx,CA,10.45,0,Dec-97,0,NA,8,0,4092,6.80%,20,8240.910257,8240.91,7700,540.91,Nov-13,440.63,NA,Jan-14,0
30979,725989,921311,8000,8000,8000,36 months,5.79,242.62,10+ years,MORTGAGE,89440,Source Verified,Apr-11,Fully Paid,home_improvement,074xx,NJ,26.54,0,Jun-83,0,NA,21,0,31533,33.70%,45,8734.124558,8734.12,8000,734.12,May-14,263.81,NA,Apr-14,0
30980,988636,1212716,6400,6400,6375,36 months,6.62,196.51,2 years,RENT,90000,Source Verified,Oct-11,Fully Paid,moving,926xx,CA,7.92,0,Jun-00,2,NA,7,0,2634,31.90%,23,6442,6416.83,6400,42,Feb-12,451.47,NA,Mar-15,0
30981,689810,880125,5700,5700,5700,36 months,7.29,176.76,1 year,RENT,39996,Not Verified,Mar-11,Fully Paid,other,113xx,NY,5.88,0,Sep-02,0,NA,5,0,5921,48.80%,11,5908.99154,5908.99,5700,208.99,Dec-11,1914.09,NA,Sep-13,0
30982,541798,699267,15000,15000,15000,36 months,14.84,518.81,4 years,MORTGAGE,76872,Verified,Jul-10,Fully Paid,other,021xx,MA,9.55,0,Jun-03,1,60,22,0,21770,53.50%,28,18678.16797,18678.17,15000,3678.17,Jul-13,554.06,NA,Jul-13,0
30983,437795,526295,12000,12000,11475,36 months,8.94,381.26,1 year,MORTGAGE,60000,Not Verified,Sep-09,Fully Paid,other,770xx,TX,15.86,0,Jun-87,0,NA,19,0,498,0.40%,62,13262.80665,12682.56,12000,1262.81,Mar-11,6795.01,NA,Mar-11,0
30984,1008126,1234795,2600,2600,2600,36 months,15.27,90.48,10+ years,RENT,74029.56,Source Verified,Nov-11,Fully Paid,major_purchase,606xx,IL,5.27,0,Dec-95,1,NA,6,0,6716,98.80%,20,3257.008442,3257.01,2600,657.01,Nov-14,90.2,NA,Jan-15,0
30985,446462,546024,24000,24000,23925,36 months,19.13,881.3,10+ years,MORTGAGE,103950,Verified,Jan-10,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,434xx,OH,16.52,0,Jan-95,6,NA,9,0,19138,88.60%,31,31727.55325,31628.4,24000,7727.55,Feb-13,940.73,Feb-13,Jun-16,0
30986,553640,713323,6000,6000,5825,36 months,14.72,207.18,3 years,RENT,46000,Source Verified,Jul-10,Fully Paid,credit_card,604xx,IL,19.54,0,Dec-98,1,49,8,0,4884,63.40%,12,7458.587075,7241.04,6000,1458.59,Aug-13,219,NA,Aug-13,0
30987,502525,646276,10000,10000,8850,36 months,10.62,325.6,4 years,RENT,53000,Not Verified,Apr-10,Fully Paid,debt_consolidation,117xx,NY,4.12,0,Mar-04,0,NA,4,0,6523,42.60%,16,10788.50326,9547.82,10000,788.5,Mar-11,7863.27,NA,Apr-13,0
30988,374275,395246,15000,15000,11800.76766,36 months,18.53,546.27,2 years,RENT,160000,Verified,Feb-09,Does not meet the credit policy. Status:Fully Paid,credit_card,943xx,CA,11.27,0,Mar-94,6,46,7,0,15814,83.20%,11,19306.5834,14767.66,15000,4306.59,May-11,5108.32,Jun-11,May-11,0
30989,469258,591636,6000,6000,6000,36 months,7.74,187.32,4 years,MORTGAGE,80000,Not Verified,Dec-09,Fully Paid,educational,750xx,TX,6.75,0,Feb-00,1,NA,6,0,3855,16.80%,15,6532.61813,6532.62,6000,532.62,Sep-11,1477.1,NA,Feb-12,0
30990,479260,608885,21000,21000,20925,36 months,10.99,687.44,3 years,RENT,80000,Not Verified,Jan-10,Fully Paid,other,941xx,CA,18.82,0,Jul-90,3,NA,4,0,31503,60.60%,8,24715.06749,24626.8,21000,3715.07,Feb-13,365.29,NA,Feb-13,0
30991,755424,955232,20000,15525,15500,60 months,16.89,384.92,10+ years,MORTGAGE,74000,Verified,May-11,Fully Paid,small_business,841xx,UT,10.98,0,Nov-04,0,30,8,0,7903,24.70%,14,19071.53075,19040.82,15525,3546.53,Nov-12,12550.69,NA,Nov-12,0
30992,475839,602568,10000,10000,9950,36 months,13.57,339.69,< 1 year,RENT,32000,Not Verified,Jan-10,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,548xx,WI,22.95,0,May-01,4,54,12,0,10624,62.90%,41,11944.21502,11884.49,10000,1944.22,Jan-12,4158.71,Feb-12,May-15,0
30993,847572,1059082,9000,9000,8750,36 months,10.99,294.61,2 years,MORTGAGE,57600,Not Verified,Aug-11,Fully Paid,car,703xx,LA,17.31,0,Sep-04,0,NA,13,0,29651,77.80%,18,10605.78335,10311.18,9000,1605.78,Sep-14,320.14,NA,Sep-15,0
30994,623530,799110,8000,8000,8000,36 months,12.61,268.06,5 years,RENT,31416,Verified,Dec-10,Fully Paid,major_purchase,906xx,CA,13.87,0,Oct-02,0,55,6,0,4179,39.80%,9,9406.41637,9406.42,8000,1406.42,Nov-12,3525.52,NA,Jan-16,0
30995,759864,960131,5000,5000,5000,36 months,11.99,166.05,6 years,RENT,26000,Source Verified,May-11,Fully Paid,other,958xx,CA,2.54,0,Oct-97,0,NA,3,0,2506,96.40%,5,5960.655275,5960.66,5000,960.66,Apr-14,316.96,NA,Jun-16,0
30996,844902,1056011,2800,2800,2800,36 months,13.99,95.69,3 years,RENT,45000,Verified,Aug-11,Fully Paid,debt_consolidation,322xx,FL,12.43,0,Oct-06,3,NA,8,0,271,7.10%,12,3303.1747,3303.17,2800,503.17,Apr-13,1490.81,NA,Jun-16,0
30997,853315,1065475,13000,13000,13000,36 months,12.99,437.96,2 years,RENT,65000,Source Verified,Aug-11,Fully Paid,debt_consolidation,606xx,IL,19.57,0,Sep-05,1,NA,11,0,12342,77.90%,11,15766.50587,15766.51,13000,2766.51,Sep-14,453.53,NA,Nov-15,0
30998,363512,373520,4500,4500,2877.618185,36 months,10.83,146.97,10+ years,MORTGAGE,60000,Not Verified,Nov-08,Fully Paid,credit_card,954xx,CA,8.66,0,Dec-95,0,NA,5,1,13103,53.50%,32,5290.604757,3349.82,4500,790.6,Dec-11,156.01,NA,Nov-11,0
30999,1005792,1232150,10000,10000,10000,36 months,6.03,304.36,n/a,RENT,36000,Verified,Nov-11,Fully Paid,house,920xx,CA,10,0,Mar-82,1,NA,7,0,4795,24.30%,24,10099.43396,10099.43,10000,99.43,Jan-12,9795.78,NA,Jan-12,0
31000,429313,508617,9600,9600,9482.542269,36 months,10.95,314.06,1 year,MORTGAGE,154008,Not Verified,Jul-09,Fully Paid,debt_consolidation,357xx,AL,8.75,0,Jan-01,2,NA,19,0,33147,34.90%,37,11305.77063,11165.32,9600,1705.77,Aug-12,343.09,NA,Jun-16,0
31001,753732,953406,6600,6600,6600,36 months,11.49,217.62,< 1 year,RENT,26240,Not Verified,May-11,Charged Off,small_business,100xx,NY,19.57,0,Feb-02,0,NA,10,0,9634,74.70%,13,2345.66,2345.66,1608.88,562.42,Apr-12,217.62,NA,Aug-12,1
31002,633329,811385,15000,15000,15000,36 months,15.95,526.99,5 years,RENT,105504,Verified,Dec-10,Fully Paid,debt_consolidation,222xx,VA,12.24,0,Jan-96,0,54,10,0,8212,79.80%,18,15771.15497,15771.15,15000,771.15,May-11,14195.84,NA,May-11,0
31003,305514,305043,12500,12500,11325,36 months,15.76,437.99,2 years,RENT,97000,Not Verified,Mar-08,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,900xx,CA,11.84,0,Jan-97,2,24,9,0,21861,88.10%,23,14768.10372,13379.9,12500,2268.1,Sep-09,7776.81,Oct-09,Jun-16,0
31004,472537,596728,9250,9250,9000,36 months,12.53,309.57,2 years,MORTGAGE,71500,Not Verified,Jan-10,Fully Paid,debt_consolidation,070xx,NJ,13.83,0,Mar-03,1,NA,8,0,18463,79.20%,17,11163.24319,10861.53,9250,1897.76,Jan-13,344.55,NA,Feb-13,0
31005,1037135,1267027,8500,8500,8500,36 months,6.62,260.99,4 years,MORTGAGE,84000,Source Verified,Nov-11,Fully Paid,credit_card,959xx,CA,17.21,0,Aug-92,0,NA,19,0,31503,55%,59,9395.284232,9395.28,8500,895.28,Dec-14,276.87,NA,Dec-14,0
31006,1000045,1225655,14000,14000,14000,60 months,17.27,349.98,9 years,MORTGAGE,72000,Verified,Oct-11,Fully Paid,debt_consolidation,301xx,GA,20.35,0,Feb-00,1,NA,16,0,9218,35.70%,39,14793.06399,14793.06,14000,793.06,Apr-12,11.84,NA,Jun-16,0
31007,979860,1203017,7000,7000,7000,36 months,6.62,214.93,4 years,OWN,45000,Not Verified,Oct-11,Fully Paid,debt_consolidation,322xx,FL,14.61,0,Oct-99,1,NA,13,0,13470,59.10%,31,7737.310002,7737.31,7000,737.31,Oct-14,241.51,NA,Oct-14,0
31008,640774,820261,20000,20000,17055.37806,36 months,6.91,616.72,3 years,MORTGAGE,105000,Verified,Dec-10,Fully Paid,debt_consolidation,971xx,OR,7.74,0,Sep-99,0,NA,6,0,24811,62.50%,18,22201.99841,18682.9,20000,2202,Jan-14,620.68,NA,Jun-16,0
31009,455253,564500,17500,17500,17489.35205,36 months,12.18,582.75,10+ years,MORTGAGE,48000,Not Verified,Nov-09,Fully Paid,home_improvement,234xx,VA,12.7,1,Jun-90,1,17,19,0,31376,45.70%,47,20978.92277,20964.81,17500,3478.93,Nov-12,597.33,NA,Jan-15,0
